listing_id,listing_name,host_id,host_name,neighbourhood_group,lat_lon,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,"Lower East Side, Manhattan",40.71876;-73.98394,Entire home/apt,"$150,00.-",3,286,27/6/19,2.81,1,191
76761,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,118971,Evelyn,"South Slope, Brooklyn",40.66552;-73.99019,Entire home/apt,"$169,00.-",2,398,28/6/19,3.97,3,182
77765,Superior @ Box House,417504,The Box House Hotel,"Greenpoint, Brooklyn",40.73749;-73.95292,Private room,"$179,00.-",3,36,1/7/19,0.36,28,79
77936,Hells Kitchen Garden of Eden,134355,Moss Owen,"Hell's Kitchen, Manhattan",40.76248;-73.9913,Private room,"$150,00.-",3,36,14/6/19,0.36,1,49
78919,"Historic House Boerum Hill, BK, NYC",422561,Nancy,"Boerum Hill, Brooklyn",40.68674;-73.98876,Entire home/apt,"$135,00.-",4,6,5/2/16,0.1,1,0
79067,Lovely 3 bedroom in Italianate Brownstone w/garden,425506,Bliss,"Clinton Hill, Brooklyn",40.6848;-73.96219,Entire home/apt,"$350,00.-",6,14,20/4/19,0.3,1,156
79782,"Williamsburg HUGE, PRIVATE BATH - Next to Train!",430188,Pam,"Williamsburg, Brooklyn",40.70516;-73.95455,Private room,"$120,00.-",14,76,31/3/19,0.76,6,343
80493,Cozy room in East Village with AC,434987,Jennifer,"East Village, Manhattan",40.72329;-73.98486,Private room,"$71,00.-",2,182,4/7/19,1.81,1,200
80684,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Greenpoint, Brooklyn",40.73776;-73.95327,Private room,"$349,00.-",3,8,27/3/16,0.09,28,60
80700,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Greenpoint, Brooklyn",40.73738;-73.95482,Private room,"$349,00.-",3,7,24/5/19,0.07,28,60
80924,Spacious 3 Bedroom Duplex in Park Slope,438133,Ellis,"Park Slope, Brooklyn",40.67542;-73.98142,Entire home/apt,"$165,00.-",30,34,25/9/18,0.51,2,189
81739,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Greenpoint, Brooklyn",40.73842;-73.95312,Private room,"$249,00.-",3,2,12/5/11,0.02,28,60
82549,Columbia Castle in Brooklyn Heights,448312,Christopher,"Brooklyn Heights, Brooklyn",40.6926;-73.99832,Private room,"$100,00.-",3,66,16/9/16,0.68,2,0
82550,Columbia Castle 2 BR,448312,Christopher,"Brooklyn Heights, Brooklyn",40.69441;-73.99771,Entire home/apt,"$200,00.-",3,80,30/6/19,0.85,2,106
82638,"Charming Artist's Flat, East Village",449787,Sarah,"East Village, Manhattan",40.72399;-73.98374,Entire home/apt,"$169,00.-",4,240,6/6/19,2.4,1,276
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,"Bedford-Stuyvesant, Brooklyn",40.6824;-73.94615,Entire home/apt,"$185,00.-",3,46,2/7/19,1.07,1,248
83243,Brooklyn Cove Studio Apt w/ Garden!!,453519,Julian,"Bushwick, Brooklyn",40.68949;-73.91708,Entire home/apt,"$65,00.-",2,228,10/6/19,2.27,1,194
83446,"Ft. Greene garden gem, large and convenient",454756,Leslie,"Fort Greene, Brooklyn",40.68819;-73.97258,Entire home/apt,"$130,00.-",35,5,3/9/18,0.05,1,135
83722,Williamsburg penthouse with private roof cabana,456638,Sophie,"Williamsburg, Brooklyn",40.7205;-73.96015,Entire home/apt,"$199,00.-",30,8,26/8/18,0.11,1,30
83847,East Village Designer's 1-BR APT,410094,Yvette,"East Village, Manhattan",40.72451;-73.98094,Entire home/apt,"$225,00.-",2,33,2/1/19,0.33,1,0
84010,Superior @ Box House,417504,The Box House Hotel,"Greenpoint, Brooklyn",40.73813;-73.95394,Private room,"$179,00.-",3,13,27/6/19,0.14,28,81
84059,So Much Room in Brooklyn,459054,Famous,"Crown Heights, Brooklyn",40.67591;-73.94715,Entire home/apt,"$150,00.-",5,5,22/7/18,0.05,1,0
84659,Large Studio--Heart of East Village,462776,Kyle,"East Village, Manhattan",40.72843;-73.98895,Entire home/apt,"$139,00.-",1,388,26/6/19,3.88,1,142
84905,Huge.Bright.Clean.Safe. Private Room,464506,Ange,"Two Bridges, Manhattan",40.71271;-73.99776,Private room,"$95,00.-",3,223,23/6/19,2.22,2,60
85094,Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,322716,Alex,"Crown Heights, Brooklyn",40.66966;-73.94735,Entire home/apt,"$79,00.-",15,11,14/1/19,0.11,5,179
86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,T,"Lower East Side, Manhattan",40.71965;-73.98766,Entire home/apt,"$150,00.-",2,151,24/6/19,1.51,2,52
89427,The Brooklyn Waverly,116599,Sahr,"Clinton Hill, Brooklyn",40.68613;-73.96536,Entire home/apt,"$650,00.-",5,0,,,3,365
89621,"WONDERFUL, COMFORTABLE STUDIO",209460,Marylyn,"Bedford-Stuyvesant, Brooklyn",40.68048;-73.94911,Entire home/apt,"$90,00.-",3,218,28/6/19,2.26,4,324
93313,MAISON DES SIRENES 2,25183,Nathalie,"Bedford-Stuyvesant, Brooklyn",40.68314;-73.93963,Entire home/apt,"$120,00.-",2,75,23/6/19,0.76,2,237
94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,Savannah,"Astoria, Queens",40.75961;-73.91117,Private room,"$80,00.-",1,42,6/7/19,1.21,2,365
94209,LARGE 1BR (CONV 2BR) CROWN HEIGHTS,503800,Sadatu,"Crown Heights, Brooklyn",40.67473;-73.94494,Entire home/apt,"$100,00.-",90,0,,,1,365
94477,The Vernon On Greene,478395,Jason,"Bedford-Stuyvesant, Brooklyn",40.69305;-73.93185,Entire home/apt,"$175,00.-",2,370,5/7/19,3.74,1,204
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,"Crown Heights, Brooklyn",40.67174;-73.95663,Entire home/apt,"$120,00.-",5,104,21/6/19,1.04,1,272
95747,Lovely 1BR in Tree-lined WBurg,509341,Tessa,"Williamsburg, Brooklyn",40.71055;-73.95098,Entire home/apt,"$140,00.-",7,13,18/7/16,0.13,1,0
95883,Spacious Loft in Clinton Hill,509918,Eduardo,"Bedford-Stuyvesant, Brooklyn",40.69465;-73.95458,Entire home/apt,"$200,00.-",5,4,26/12/18,0.07,1,9
96471,"The Brooklyn Waverly, One Bedroom",116599,Sahr,"Clinton Hill, Brooklyn",40.68413;-73.96542,Private room,"$165,00.-",4,11,7/6/19,0.11,3,365
98330,LOVELY APARTMENT IN THE HEART OF NY,31374,Shon,"Kips Bay, Manhattan",40.73877;-73.97707,Entire home/apt,"$125,00.-",4,1,3/1/12,0.01,3,181
98663,Groovy NYC Chelsea Pad,520279,Peter Michael,"Chelsea, Manhattan",40.74893;-73.99544,Entire home/apt,"$130,00.-",30,19,11/6/18,0.19,1,189
99070,Comfortable Cozy Space in El Barrio,522065,Liz And Melissa,"East Harlem, Manhattan",40.79406;-73.94102,Shared room,"$65,00.-",7,131,26/5/19,1.31,2,0
99085,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,522164,Wanda,"Fort Greene, Brooklyn",40.68795;-73.97332,Entire home/apt,"$123,00.-",30,15,1/5/19,0.15,1,189
100002,"MANHATTAN Neat, Nice, Bright ROOM",523218,Giorgio,"Washington Heights, Manhattan",40.85295;-73.93361,Private room,"$67,00.-",2,136,17/6/19,1.37,1,296
100184,Bienvenue,526653,,"Queens Village, Queens",40.72413;-73.76133,Private room,"$50,00.-",1,43,8/7/19,0.45,1,88
100186,Large Brand New Park Slope 1BR,526805,Mi,"Gowanus, Brooklyn",40.66918;-73.99187,Entire home/apt,"$130,00.-",7,98,28/6/19,0.99,1,35
101053,Colorful Artistic Williamsburg Apt,530032,Lee And Tara,"Williamsburg, Brooklyn",40.71125;-73.95613,Private room,"$100,00.-",3,31,1/3/19,0.31,1,0
102995,UWS Brownstone Near Central Park,178043,Chas,"Upper West Side, Manhattan",40.78558;-73.9696,Entire home/apt,"$212,00.-",21,45,1/1/18,0.46,1,35
103161,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,465278,Ade,"Williamsburg, Brooklyn",40.71577;-73.96053,Entire home/apt,"$190,00.-",3,124,26/6/19,1.76,1,359
103311,2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Greenpoint, Brooklyn",40.73861;-73.95485,Private room,"$599,00.-",3,9,19/5/18,0.09,28,60
103806,BOHEMIAN EAST VILLAGE 2 BED HAVEN,251176,Jason,"East Village, Manhattan",40.72577;-73.98745,Entire home/apt,"$249,00.-",5,166,27/5/19,1.68,2,365
105469,Oceanfront Apartment in Rockaway,547386,Michelle,"Rockaway Beach, Queens",40.58615;-73.81245,Private room,"$70,00.-",27,13,21/9/15,0.13,1,335
105510,Private 1-Bedroom Apt in Townhouse,322716,Alex,"Crown Heights, Brooklyn",40.67086;-73.94872,Entire home/apt,"$100,00.-",30,15,5/1/19,0.16,5,5445
106363,Bright Room With A Great River View,551055,Alicia,"Harlem, Manhattan",40.82773;-73.95231,Private room,"$60,00.-",3,380,26/6/19,3.83,2,247
106647,Tree lined block modern apartment,552679,Olivia,"Bedford-Stuyvesant, Brooklyn",40.68505;-73.95684,Entire home/apt,"$135,00.-",2,86,16/6/19,0.87,1,102
107630,Sweet Historic Greenpoint Duplex,306739,Maya,"Greenpoint, Brooklyn",40.72911;-73.95493,Entire home/apt,"$175,00.-",3,248,20/6/19,2.53,3,274
107895,Riverside Charm with Fire Place,3088389,Kai,"Upper West Side, Manhattan",40.77944;-73.98567,Entire home/apt,"$120,00.-",5,49,19/6/19,0.56,1,201
110739,"Very Central, Nomad/Chelsea Loft Studio",568568,Driss,"Midtown, Manhattan",40.74503;-73.98876,Entire home/apt,"$169,00.-",18,54,3/7/19,0.57,1,98
112100,Sunny 3BR Apt Ideal for Family  ,572527,Marine,"Crown Heights, Brooklyn",40.67539;-73.96093,Entire home/apt,"$165,00.-",7,3,1/1/13,0.03,1,157
112304,Cozy Private Room in West Harlem!,573316,Kelli,"Harlem, Manhattan",40.8054;-73.95189,Private room,"$90,00.-",1,1,2/1/16,0.02,1,0
112359,UES Quiet & Spacious 1 bdrm for 4,571952,Olivia,"Upper East Side, Manhattan",40.78491;-73.9508,Entire home/apt,"$225,00.-",2,56,28/12/18,0.57,1,312
112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,"Fort Greene, Brooklyn",40.69088;-73.97307,Private room,"$95,00.-",2,163,24/5/19,1.66,2,331
113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,"Crown Heights, Brooklyn",40.67555;-73.95057,Private room,"$55,00.-",2,247,21/6/19,2.51,2,275
113945,Cozy room in Time Square!,275582,Natalia,"Hell's Kitchen, Manhattan",40.75835;-73.99193,Private room,"$85,00.-",10,116,11/5/19,1.17,1,174
114123,Large Park Slope Townhouse Duplex,579495,Susi,"South Slope, Brooklyn",40.66527;-73.9886,Entire home/apt,"$199,00.-",14,27,19/5/19,0.28,2,223
114229,Lower East Side 2 Bedroom Apt,314941,Tony,"Lower East Side, Manhattan",40.71895;-73.99434,Entire home/apt,"$211,00.-",1,52,8/6/19,0.6,3,361
114969,"Manhattan Studio, Perfect Location",582598,Andrey,"Midtown, Manhattan",40.75579;-73.96699,Entire home/apt,"$145,00.-",6,39,24/9/18,0.4,1,0
115535,Sun-Drenched Hamilton Hts Jewel   ,567187,Jane,"Harlem, Manhattan",40.82399;-73.95328,Private room,"$65,00.-",14,35,1/6/19,0.35,1,283
115678,Your Stunning Vacation Apartment!,127772,Will,"Harlem, Manhattan",40.81822;-73.94095,Entire home/apt,"$99,00.-",1,320,23/6/19,3.23,1,220
115748,1 BDRM Apt-Weekend Sublease,585166,Lilly,"Astoria, Queens",40.76434;-73.92132,Entire home/apt,"$110,00.-",4,30,16/6/19,0.32,1,363
116940,ROOM WITH A  KITCHENETTE,209460,Marylyn,"Crown Heights, Brooklyn",40.67705;-73.94925,Entire home/apt,"$80,00.-",3,225,24/6/19,2.27,4,315
117425,"Conveniently Located, Sunny Brooklyn Heights!",593115,LuLu,"Brooklyn Heights, Brooklyn",40.69263;-73.99438,Entire home/apt,"$150,00.-",30,95,26/5/18,0.96,1,281
118061,Style in Stuyvesant Heights,2248897,Roberta,"Bedford-Stuyvesant, Brooklyn",40.68448;-73.92747,Entire home/apt,"$110,00.-",4,70,28/6/19,0.75,1,283
118430,Heart of Meatpacking & Chelsea,585458,Paul,"Chelsea, Manhattan",40.74412;-74.00208,Private room,"$290,00.-",2,35,3/1/19,0.36,1,20
118680,Spacious East Village apt near it all,599354,Bobby,"East Village, Manhattan",40.73067;-73.98702,Private room,"$87,00.-",2,0,,,1,0
120362,Williamsburg apartment right by the subway,138069,Itamar,"Williamsburg, Brooklyn",40.70665;-73.94061,Entire home/apt,"$190,00.-",4,50,2/7/19,0.51,1,331
121687,Spacious Brooklyn Loft - 2 Bedroom,262812,Vikram,"Williamsburg, Brooklyn",40.72063;-73.95952,Entire home/apt,"$200,00.-",2,29,23/6/19,0.31,1,36
121861,"Park Slope Apt:, Spacious 2 bedroom",0,Elizabeth,"Park Slope, Brooklyn",40.67644;-73.98082,Entire home/apt,"$165,00.-",2,23,2/5/16,0.23,2,7
123784,NYC Studio for Rent in Townhouse,617990,Christopher,"Harlem, Manhattan",40.80481;-73.94794,Entire home/apt,"$110,00.-",2,142,16/6/19,1.44,2,3645
125053,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,622460,Justin,"East Village, Manhattan",40.72533;-73.99143,Entire home/apt,"$395,00.-",2,70,1/7/19,0.73,1,170
125163,Authentic New York City Living ,622855,Rodney,"Bedford-Stuyvesant, Brooklyn",40.68569;-73.93038,Private room,"$99,00.-",2,38,3/6/19,0.54,2,307
125594,SUPER BIG AND COZY PRIVATE BEDROOM,308652,Antonín,"Kensington, Brooklyn",40.64302;-73.97255,Private room,"$39,00.-",1,82,19/5/19,0.94,2,365
126443,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,627217,Seith,"East Village, Manhattan",40.72939;-73.98857,Entire home/apt,"$189,00.-",2,403,7/7/19,4.1,3,201
126816,Gorgeous Upper West Side Apartment,620288,Eric,"Upper West Side, Manhattan",40.79918;-73.96607,Private room,"$85,00.-",1,3,6/11/14,0.03,1,0
127387,"Luxe, Spacious 2BR 2BA Nr Trains",23276,Katharine,"Gowanus, Brooklyn",40.66862;-73.9926,Entire home/apt,"$260,00.-",30,3,4/8/14,0.03,1,316
128975,City Room - Street View Apt,256161,Wayne,"Harlem, Manhattan",40.81333;-73.94453,Entire home/apt,"$122,00.-",1,116,13/6/19,1.18,5,271
131154,Cozy and Bright One Bedroom in BK,275563,Lauren,"Greenpoint, Brooklyn",40.72473;-73.95199,Entire home/apt,"$165,00.-",2,175,7/7/19,1.79,1,139
132516,Forest Hills Apt minutes to midtown Manhattan,85330,Jean,"Forest Hills, Queens",40.70925;-73.85262,Entire home/apt,"$97,00.-",3,28,1/7/19,1.21,3,209
132570,Spacious West Village 1 b/room King,651390,Catherine,"West Village, Manhattan",40.73215;-74.00922,Entire home/apt,"$170,00.-",4,24,26/12/17,0.25,1,0
132695,Perfect Williamsburg Summer Haven,507186,Holly,"Williamsburg, Brooklyn",40.71109;-73.94332,Entire home/apt,"$125,00.-",2,15,6/6/16,0.15,1,0
133025,Midtown cozy convenient,653405,Tracy,"Murray Hill, Manhattan",40.7463;-73.97926,Private room,"$130,00.-",4,105,6/6/19,1.07,1,193
134934,Prime Williamsburg Apartment,652842,Giovanni,"Williamsburg, Brooklyn",40.71823;-73.95849,Entire home/apt,"$225,00.-",10,22,30/5/19,0.38,1,52
135393,"Private, spacious room in Brooklyn",663764,Karen,"East Flatbush, Brooklyn",40.651;-73.94886,Private room,"$50,00.-",2,263,24/6/19,2.69,2,136
135465,Garden apartment close to Manhattan,663879,Christopher,"Fort Greene, Brooklyn",40.68626;-73.97598,Entire home/apt,"$170,00.-",3,86,20/6/19,0.91,2,286
135706,The Ground Studio - West Side,665013,Jeff,"Chelsea, Manhattan",40.74488;-74.001,Entire home/apt,"$132,00.-",4,10,1/1/17,0.1,1,0
136493,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,663384,Irena,"Park Slope, Brooklyn",40.67632;-73.97616,Entire home/apt,"$250,00.-",7,18,27/5/19,0.21,1,18
138216,Sunny and Spacious Designer's Home,674970,Michael,"Greenpoint, Brooklyn",40.72212;-73.94254,Entire home/apt,"$141,00.-",5,8,8/7/18,0.21,1,9
139624,"Spacious,Sunny, private one bedroom",680818,Jessica,"Crown Heights, Brooklyn",40.67456;-73.95151,Entire home/apt,"$64,00.-",20,70,31/1/19,0.73,1,3
140133,Truly Amazing Oasis In The City,622866,Daniel,"Williamsburg, Brooklyn",40.71363;-73.96019,Entire home/apt,"$249,00.-",3,150,5/7/19,1.55,1,277
140425,Holiday Time in NY - Oh My!!,683975,Ivy,"Crown Heights, Brooklyn",40.6755;-73.95878,Private room,"$79,00.-",2,115,25/5/17,1.18,1,0
140973,"East Village, King-Sized, Charmer",686147,Dave,"East Village, Manhattan",40.72274;-73.97581,Entire home/apt,"$185,00.-",2,69,26/5/19,0.71,1,233
141154,Affordable Furnished Apartment,686768,Mark,"Boerum Hill, Brooklyn",40.6858;-73.9828,Entire home/apt,"$120,00.-",3,232,22/6/19,2.41,1,221
141335,Architect's Brownstone,687361,Orna,"Park Slope, Brooklyn",40.67535;-73.97654,Entire home/apt,"$495,00.-",1,35,13/1/18,0.41,1,355
141890,LUXURY SOHO 2 Bedroom Apt ,689661,Allison,"Nolita, Manhattan",40.72255;-73.99346,Entire home/apt,"$375,00.-",3,18,1/10/13,0.21,1,0
141984,Charming Nolita Apartment!!,630453,Vanessa,"Nolita, Manhattan",40.72094;-73.99706,Entire home/apt,"$175,00.-",3,68,10/6/19,0.69,1,6344
142069,"EAST VILLAGE STUDIO, sunny & quiet",277747,Josh,"East Village, Manhattan",40.72485;-73.97813,Entire home/apt,"$150,00.-",4,22,10/11/14,0.23,1,0
144087,LUXURY OF THE HORIZON,616825,Rinaldo,"Harlem, Manhattan",40.80473;-73.9532,Entire home/apt,"$259,00.-",8,17,18/5/19,0.17,1,343
144148,1 Bdrm in 4 Bdrm dupelx/roof deck,299755,Jonathan,"East Village, Manhattan",40.72217;-73.98419,Private room,"$96,00.-",1,34,5/1/16,0.58,1,0
145064,The Heart of Prime Williamsburg,404424,Oliver,"Williamsburg, Brooklyn",40.71943;-73.9565,Entire home/apt,"$145,00.-",7,8,6/6/14,0.08,1,0
145188,Parisian apartment in Chelsea,703156,Kristin,"Chelsea, Manhattan",40.74249;-74.00329,Entire home/apt,"$200,00.-",4,0,,,1,0
145994,Cozy 2 Bedroom with Private Garden,706418,Carolyn,"Upper West Side, Manhattan",40.79264;-73.97294,Entire home/apt,"$95,00.-",5,2,6/7/18,0.08,1,0
146754,Three-bedroom house in a quiet neighborhood,709434,Meighan,"Windsor Terrace, Brooklyn",40.65749;-73.97675,Entire home/apt,"$250,00.-",4,52,27/4/19,0.72,1,188
147586,Beautiful Duplex w/Private Garden,709334,Julie,"Harlem, Manhattan",40.80474;-73.94688,Entire home/apt,"$295,00.-",2,74,16/6/19,0.76,2,264
148201,NYC - Sunny Greenwich Village 1br,715807,John,"Greenwich Village, Manhattan",40.72831;-74.00177,Entire home/apt,"$175,00.-",3,18,31/5/13,0.19,1,0
148259,Garage Designer Loft,716064,Mihalis,"Williamsburg, Brooklyn",40.71541;-73.94144,Entire home/apt,"$451,00.-",2,72,11/5/19,0.86,1,331
148825,Best City Area Columbia U Upper West Side C Park,718349,B.,"Upper West Side, Manhattan",40.79765;-73.96245,Entire home/apt,"$165,00.-",2,191,29/6/19,2.18,1,236
149287,Your own apartment off Park Avenue,720320,Nancy,"Upper East Side, Manhattan",40.78508;-73.95332,Entire home/apt,"$250,00.-",4,0,,,1,0
149777,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,716306,"Dee, Dre & Mama Shelley","Woodlawn, Bronx",40.89747;-73.8639,Entire home/apt,"$77,00.-",1,197,23/6/19,2.49,1,309
150804,Lower East Side 2 Bed Apt.,726333,Peter,"Lower East Side, Manhattan",40.72008;-73.98404,Entire home/apt,"$250,00.-",4,19,6/7/19,0.2,1,0
151199,Astoria-Private Home NYC-,722320,Gladys & Bob,"Astoria, Queens",40.75725;-73.91098,Entire home/apt,"$129,00.-",1,414,3/7/19,4.34,1,245
151478,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",216191,M,"Williamsburg, Brooklyn",40.7102;-73.94495,Private room,"$98,00.-",2,8,11/12/18,0.09,4,0
152071,Park Slope Apartment,731855,Wendy,"Park Slope, Brooklyn",40.67359;-73.97904,Entire home/apt,"$150,00.-",2,0,,,1,8
152078,CHARMING PRIVATE BEDROOM EAST VILLAGE,731904,Ewelina,"East Village, Manhattan",40.72674;-73.9782,Private room,"$95,00.-",7,25,12/2/19,0.3,1,359
152259,City Room - Semi Private Bedroom,256161,Wayne,"Harlem, Manhattan",40.81156;-73.94571,Private room,"$55,00.-",3,119,28/5/19,1.22,5,333
152263,Cozy apartment in a brownstone,732535,William,"Harlem, Manhattan",40.80497;-73.95016,Entire home/apt,"$300,00.-",2,203,6/7/19,2.14,3,258
152520,Female Only Clean15min to Manhattan,733894,Lucy,"Sunnyside, Queens",40.7385;-73.91806,Private room,"$42,00.-",40,53,16/11/18,0.55,3,236
153405,Greenpoint Spacious Loft,737585,Pat,"Greenpoint, Brooklyn",40.72937;-73.95671,Entire home/apt,"$125,00.-",2,104,16/6/19,1.09,1,22
153780,Private E. Village Townhouse Stay,739499,Donna,"East Village, Manhattan",40.72587;-73.98438,Private room,"$175,00.-",3,175,28/6/19,1.8,1,236
154934,Harlem/Hamilton Heights Cozy Room,745069,Kimberly,"Harlem, Manhattan",40.82426;-73.9463,Private room,"$75,00.-",3,38,8/5/18,0.42,3,365
155296,Incredible Prime Williamsburg Loft!,656841,Meredith,"Williamsburg, Brooklyn",40.71624;-73.96272,Entire home/apt,"$255,00.-",45,39,2/5/19,0.5,1,89
157673,Large  Loft Style  Studio  Space,757166,Tokunbo,"Bedford-Stuyvesant, Brooklyn",40.68101;-73.94081,Entire home/apt,"$72,00.-",31,88,16/6/19,0.91,1,164
158061,Hancock Town House!-Stuyvesant Mews,758441,Fred,"Bedford-Stuyvesant, Brooklyn",40.68669;-73.91989,Private room,"$165,00.-",1,27,8/10/17,0.28,4,311
158176,Entire Apt in Heart of Williamsburg,573065,Laura,"Williamsburg, Brooklyn",40.71534;-73.95914,Entire home/apt,"$165,00.-",5,117,29/6/19,1.28,1,23
158290,Clinton Hill + Free Coffee = #smile,759583,Pepe,"Clinton Hill, Brooklyn",40.68288;-73.96024,Private room,"$75,00.-",3,43,20/5/19,0.44,2,365
158913,"Nice, cozy, neat apt Greenpoint,BK",762563,Lennny & Megan,"Greenpoint, Brooklyn",40.72489;-73.95494,Entire home/apt,"$130,00.-",5,4,13/3/15,0.05,1,0
158955,PRIVATE and SUNNY Williamsburg Apt!,465589,Amia,"Williamsburg, Brooklyn",40.70867;-73.94284,Entire home/apt,"$139,00.-",2,385,29/6/19,4,1,222
159749,Purple Room for 2/3 in brownstone $1450 per month,54275,JT And Tiziana,"Bedford-Stuyvesant, Brooklyn",40.67963;-73.93908,Private room,"$88,00.-",1,64,1/7/19,0.68,3,238
159815,Red Room for two in Brownstone for $1355/mo,54275,JT And Tiziana,"Bedford-Stuyvesant, Brooklyn",40.6798;-73.93908,Private room,"$80,00.-",1,39,24/6/19,0.41,3,218
159913,"Chelsea living, 2BR best location",759883,Kaye,"Chelsea, Manhattan",40.74346;-73.99882,Private room,"$150,00.-",2,37,3/7/19,1.79,1,0
160609,LOCATION LOCATION LOCATION UWS 60's,769247,Ligia,"Upper West Side, Manhattan",40.77724;-73.98109,Entire home/apt,"$200,00.-",3,10,1/1/19,0.12,1,0
160994,In the heart of East Village,770831,James,"East Village, Manhattan",40.72972;-73.97995,Entire home/apt,"$200,00.-",2,103,24/6/19,1.08,1,235
161366,Sunny 15min to Manhattan LADY only,733894,Lucy,"Sunnyside, Queens",40.74102;-73.91681,Private room,"$42,00.-",40,41,1/6/19,0.43,3,645
161394,Surfer room 15mins to downtown NYC!,772300,Alain,"Williamsburg, Brooklyn",40.71309;-73.94128,Private room,"$90,00.-",6,3,31/8/14,0.03,1,0
161996,Manhattan Penthouse-Max.12 guests,1856604,"Robert ""Bob""","Harlem, Manhattan",40.83096;-73.94633,Entire home/apt,"$295,00.-",3,227,26/6/19,2.33,1,247
162493,Prime Williamsburg 3 BR with Deck,776490,Andres,"Williamsburg, Brooklyn",40.71323;-73.95745,Entire home/apt,"$450,00.-",5,37,27/12/18,0.79,1,15
162508,Beautiful Brooklyn Oasis ,776645,Placid,"Crown Heights, Brooklyn",40.67212;-73.9506,Entire home/apt,"$130,00.-",2,29,28/6/19,0.35,1,119
163627,Blue Room in Awesome Artist's Apartment!,242506,Jsun,"Williamsburg, Brooklyn",40.71023;-73.96665,Private room,"$89,00.-",3,205,31/12/17,2.31,3,0
163809,Cool & Spacious Harlem Artist Flat,781647,Jorin,"Harlem, Manhattan",40.80523;-73.95139,Entire home/apt,"$198,00.-",5,42,3/6/19,0.44,2,234
163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,627217,Seith,"East Village, Manhattan",40.72636;-73.98917,Entire home/apt,"$99,00.-",2,280,5/7/19,2.92,3,257
163836,Greenpoint Loft / Le Chez Andrea,32169,Andrea,"Greenpoint, Brooklyn",40.72185;-73.93956,Private room,"$46,00.-",4,86,8/6/19,0.89,3,350
164989,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",69439,Jade,"SoHo, Manhattan",40.72351;-73.99683,Private room,"$140,00.-",2,54,16/6/19,0.56,1,221
165080,Amazing Brownstone in Best Brooklyn,787273,Smadar,"Carroll Gardens, Brooklyn",40.6809;-73.99233,Entire home/apt,"$500,00.-",7,7,29/8/18,0.07,1,0
165461,Couldn't Be Closer To Columbia Uni2,867225,Rahul,"Morningside Heights, Manhattan",40.80525;-73.95916,Private room,"$75,00.-",5,57,1/1/19,0.59,2,201
165824,Lady only Curtain-divided room,733894,Lucy,"Sunnyside, Queens",40.74;-73.91901,Private room,"$33,00.-",44,31,1/5/19,0.32,3,161
166006,Nice Manhattan Apt Near Central Park and Subway,791287,Giancarlo,"Upper West Side, Manhattan",40.80006;-73.96049,Entire home/apt,"$250,00.-",31,188,23/8/18,1.94,1,259
166172,LG Private Room/Family Friendly,792159,Wanda,"Bushwick, Brooklyn",40.70283;-73.92131,Private room,"$60,00.-",3,480,7/7/19,6.7,1,0
166541,Spacious Quiet rm - 20mins to Midtown,793620,Yvette,"Washington Heights, Manhattan",40.84468;-73.94303,Private room,"$75,00.-",2,34,15/6/19,0.35,1,222
166983,"3 BR, Beautiful Brooklyn Duplex",795640,Jilly,"Carroll Gardens, Brooklyn",40.68252;-73.99619,Entire home/apt,"$350,00.-",5,6,8/8/15,0.06,1,0
167013,Spacious modern studio apartment in Manhattan,306605,Daniel,"Chelsea, Manhattan",40.74342;-73.99483,Entire home/apt,"$205,00.-",9,3,13/5/18,0.04,2,76
167017,Gorgeous Duplex + Garden,795889,Adam,"Park Slope, Brooklyn",40.67853;-73.98089,Entire home/apt,"$219,00.-",5,2,31/8/14,0.03,1,0
167222,CBG# 4Tiny room w/ huge window/AC,22486,Lisel,"Park Slope, Brooklyn",40.6788;-73.97643,Private room,"$60,00.-",1,20,24/8/18,0.21,6,258
